word,mean,frequence,std,scores
shabby,-2.6,7,0.489897949,"[-3, -2, -3, -2, -3, -2, -3, -3, -2, -3]"
pale,-1.9,7,0.538516481,"[-2, -2, -2, -2, -2, -1, -2, -3, -2, -1]"
fudge,-3,7,0.632455532,"[-4, -3, -2, -3, -2, -3, -3, -3, -3, -4]"
stew,-2.4,7,0.663324958,"[-3, -2, -3, -3, -2, -2, -3, -1, -3, -2]"
colossal,1.4,7,0.489897949,"[2, 1, 2, 2, 1, 1, 1, 1, 1, 2]"
hypocrisy,-1.9,7,0.538516481,"[-2, -2, -2, -2, -1, -2, -1, -3, -2, -2]"
phony,-2.2,7,0.4,"[-2, -2, -2, -2, -2, -2, -2, -2, -3, -3]"
blunder,-2.2,7,0.4,"[-2, -2, -2, -2, -2, -3, -2, -2, -3, -2]"
literate,1.5,7,0.5,"[1, 1, 2, 1, 2, 1, 2, 1, 2, 2]"
condescending,-2.6,7,0.489897949,"[-3, -2, -3, -3, -2, -3, -2, -3, -2, -3]"
olympic,-0.7,7,0.640312424,"[-1, 0, -1, -2, 0, 0, 0, -1, -1, -1]"
undefined,-1.9,7,0.3,"[-2, -2, -2, -2, -2, -2, -1, -2, -2, -2]"
jest,2.7,7,0.640312424,"[2, 3, 2, 3, 3, 2, 2, 3, 3, 4]"
stumble,-2.1,7,0.538516481,"[-2, -2, -3, -2, -2, -3, -2, -2, -1, -2]"
shatter,-1.6,7,0.489897949,"[-1, -2, -1, -2, -2, -1, -2, -2, -2, -1]"
horde,-1.4,7,0.489897949,"[-1, -1, -2, -2, -1, -1, -1, -1, -2, -2]"
slack,-0.5,7,0.670820393,"[0, -1, 0, 0, 0, 0, -2, -1, -1, 0]"
hasty,-2.4,7,0.489897949,"[-3, -2, -2, -2, -2, -2, -2, -3, -3, -3]"
dissonance,-2.1,7,0.538516481,"[-2, -3, -2, -2, -2, -2, -3, -2, -2, -1]"
poetic,2.4,7,0.663324958,"[2, 2, 3, 3, 2, 2, 2, 2, 4, 2]"
adamant,-1.6,7,0.489897949,"[-2, -1, -2, -2, -1, -2, -2, -1, -2, -1]"
deaf,-2.5,7,0.5,"[-2, -3, -2, -2, -2, -3, -3, -3, -2, -3]"
deserving,1.8,7,0.4,"[2, 2, 1, 1, 2, 2, 2, 2, 2, 2]"
yelp,-1.5,7,0.5,"[-2, -1, -2, -2, -2, -1, -1, -1, -2, -1]"
disingenuous,-2.1,7,0.538516481,"[-2, -2, -2, -2, -2, -3, -2, -3, -1, -2]"
despicable,-2.7,7,0.640312424,"[-2, -3, -3, -2, -3, -3, -3, -2, -4, -2]"
informational,0.2,7,0.4,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
picky,-2.7,7,0.458257569,"[-2, -3, -3, -2, -3, -2, -3, -3, -3, -3]"
itch,-2.6,7,0.489897949,"[-3, -2, -2, -2, -3, -2, -3, -3, -3, -3]"
cordial,2.3,7,0.640312424,"[2, 1, 3, 2, 3, 2, 3, 3, 2, 2]"
disservice,-2.6,7,0.663324958,"[-4, -2, -2, -3, -2, -3, -2, -2, -3, -3]"
blinding,-1.5,7,0.5,"[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]"
smelling,-2.4,7,0.663324958,"[-3, -2, -3, -2, -3, -3, -1, -2, -2, -3]"
distinct,2.2,7,0.6,"[2, 3, 2, 1, 2, 2, 3, 2, 3, 2]"
indebted,1.7,7,0.458257569,"[1, 2, 2, 1, 2, 1, 2, 2, 2, 2]"
misguided,-2.9,7,0.538516481,"[-3, -3, -3, -4, -2, -2, -3, -3, -3, -3]"
tempt,2.8,7,0.4,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
cancerous,-1.4,7,0.489897949,"[-1, -1, -1, -2, -2, -1, -2, -1, -1, -2]"
rusty,-1.9,7,0.3,"[-2, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
disgruntled,-3,7,0.447213595,"[-4, -3, -3, -3, -3, -3, -2, -3, -3, -3]"
discreet,1.5,7,0.5,"[1, 1, 2, 1, 2, 2, 2, 2, 1, 1]"
innuendo,-2.9,7,0.538516481,"[-3, -2, -3, -3, -2, -4, -3, -3, -3, -3]"
heinous,-3.1,6,0.3,"[-4, -3, -3, -3, -3, -3, -3, -3, -3, -3]"
signify,1.1,6,0.943398113,"[2, 3, 0, 2, 0, 1, 0, 1, 1, 1]"
pine,-2.4,6,0.489897949,"[-2, -3, -2, -3, -2, -2, -3, -3, -2, -2]"
thirst,-2.4,6,0.663324958,"[-2, -2, -3, -4, -2, -2, -3, -2, -2, -2]"
stagger,-1.3,6,0.458257569,"[-1, -2, -1, -1, -1, -2, -1, -1, -1, -2]"
authoritative,2.1,6,0.538516481,"[3, 2, 2, 2, 2, 1, 2, 3, 2, 2]"
affirmation,2.7,6,0.458257569,"[2, 2, 3, 2, 3, 3, 3, 3, 3, 3]"
sloppy,-2.8,6,0.4,"[-3, -3, -3, -3, -3, -3, -3, -2, -3, -2]"
notoriously,-2.3,6,0.640312424,"[-3, -2, -2, -3, -2, -3, -2, -2, -3, -1]"
juvenile,-1.9,6,0.538516481,"[-2, -2, -1, -2, -2, -1, -3, -2, -2, -2]"
streamlined,1,6,0.632455532,"[0, 1, 0, 1, 1, 2, 2, 1, 1, 1]"
symptom,-1.7,6,0.458257569,"[-2, -1, -2, -1, -2, -2, -1, -2, -2, -2]"
authoritarian,-1.9,6,0.538516481,"[-2, -3, -2, -1, -2, -2, -2, -2, -1, -2]"
insidious,-2.2,6,0.4,"[-2, -3, -3, -2, -2, -2, -2, -2, -2, -2]"
downer,-2.2,6,0.6,"[-2, -3, -2, -2, -2, -2, -2, -3, -3, -1]"
succumb,-2.5,6,0.5,"[-2, -2, -3, -2, -3, -2, -2, -3, -3, -3]"
animated,1.9,6,0.3,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2]"
boil,-2.8,6,0.6,"[-3, -3, -4, -2, -3, -3, -2, -2, -3, -3]"
warp,-2.1,6,0.538516481,"[-2, -2, -2, -3, -2, -2, -2, -3, -1, -2]"
prohibitively,-1.4,6,0.489897949,"[-2, -1, -1, -2, -2, -1, -1, -1, -2, -1]"
biases,-2.4,6,0.489897949,"[-3, -2, -2, -2, -2, -2, -3, -3, -2, -3]"
sober,-1.4,6,0.489897949,"[-1, -1, -2, -1, -1, -2, -2, -2, -1, -1]"
reputed,-0.6,6,0.489897949,"[-1, -1, 0, 0, -1, 0, -1, -1, 0, -1]"
articulate,2.1,6,0.3,"[2, 2, 2, 2, 2, 2, 2, 3, 2, 2]"
corrective,0.5,6,0.806225775,"[2, 0, 0, 1, -1, 1, 0, 0, 1, 1]"
vintage,1.8,6,0.4,"[2, 2, 2, 1, 2, 2, 1, 2, 2, 2]"
leech,-1.9,6,0.538516481,"[-1, -2, -2, -2, -1, -2, -3, -2, -2, -2]"
uprising,-0.9,6,0.538516481,"[-1, -1, -1, -2, -1, -1, -1, -1, 0, 0]"
sorely,-2.4,6,0.489897949,"[-3, -2, -2, -2, -2, -3, -3, -2, -2, -3]"
plainly,2,6,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
idiocy,-2.4,6,0.489897949,"[-2, -3, -2, -2, -3, -2, -2, -3, -2, -3]"
dreamland,1.7,6,0.458257569,"[2, 2, 2, 2, 2, 1, 1, 1, 2, 2]"
dusty,-1.5,6,0.5,"[-2, -1, -2, -2, -1, -1, -2, -1, -2, -1]"
bane,-3.4,6,0.489897949,"[-4, -3, -3, -3, -3, -4, -4, -3, -3, -4]"
withheld,-2.6,6,0.489897949,"[-3, -3, -2, -2, -3, -3, -3, -3, -2, -2]"
flagging,-0.6,6,0.489897949,"[0, -1, 0, -1, -1, 0, 0, -1, -1, -1]"
persevere,2.4,6,0.489897949,"[2, 3, 2, 2, 2, 3, 2, 2, 3, 3]"
sacred,2.8,6,0.4,"[3, 3, 3, 3, 2, 2, 3, 3, 3, 3]"
parody,-2.8,6,0.6,"[-3, -2, -3, -3, -3, -2, -3, -3, -2, -4]"
scummy,-2.6,6,0.489897949,"[-3, -3, -3, -2, -2, -2, -3, -2, -3, -3]"
promptly,2.4,6,0.489897949,"[3, 3, 2, 2, 2, 2, 3, 3, 2, 2]"
manageable,1.5,6,0.5,"[1, 2, 1, 2, 1, 2, 1, 1, 2, 2]"
remarkably,2.3,6,0.458257569,"[2, 3, 2, 2, 2, 2, 2, 2, 3, 3]"
actuality,1.4,6,0.489897949,"[2, 1, 1, 1, 1, 2, 2, 1, 2, 1]"
nix,-2.7,6,0.458257569,"[-2, -3, -3, -3, -3, -3, -2, -3, -2, -3]"
lethal,-0.1,6,0.538516481,"[0, 0, 0, 1, -1, 0, 0, 0, 0, -1]"
protector,3,6,0.447213595,"[3, 4, 3, 3, 3, 3, 3, 3, 2, 3]"
striving,1.5,6,0.5,"[1, 2, 2, 1, 1, 2, 2, 1, 2, 1]"
empathy,-2.8,6,0.4,"[-3, -3, -3, -2, -2, -3, -3, -3, -3, -3]"
reliably,1,6,0.774596669,"[1, 2, 1, 0, 1, 2, 1, 0, 2, 0]"
outlaw,-2.6,6,0.489897949,"[-3, -2, -2, -2, -3, -3, -3, -3, -2, -3]"
exorbitant,-1.7,6,0.781024968,"[-2, -2, -1, -1, -2, -1, -1, -3, -3, -1]"
stylish,3.1,6,0.3,"[3, 3, 3, 4, 3, 3, 3, 3, 3, 3]"
runaway,-0.9,6,0.538516481,"[-1, -1, -1, -1, -1, -1, -1, 0, -2, 0]"
oasis,2.6,6,0.489897949,"[2, 3, 3, 2, 3, 3, 3, 2, 2, 3]"
counterproductive,-2.5,6,0.5,"[-2, -3, -3, -2, -2, -3, -2, -3, -2, -3]"
ally,2.7,6,0.458257569,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2]"
fuzzy,-1.2,6,0.6,"[-1, -1, -2, 0, -2, -1, -1, -1, -1, -2]"
deluge,-2.4,6,0.489897949,"[-2, -2, -2, -3, -2, -2, -3, -3, -2, -3]"
overkill,-2.3,6,0.640312424,"[-2, -3, -3, -3, -2, -2, -2, -1, -2, -3]"
withhold,-3.1,6,0.7,"[-4, -2, -4, -3, -3, -3, -2, -3, -4, -3]"
pertinent,1.2,6,0.6,"[2, 1, 1, 1, 1, 0, 1, 2, 1, 2]"
amity,1.7,6,0.640312424,"[1, 2, 1, 3, 2, 2, 1, 2, 2, 1]"
predicament,-1.9,5,0.538516481,"[-1, -2, -2, -1, -2, -2, -2, -2, -2, -3]"
integral,1.6,5,0.663324958,"[2, 1, 1, 2, 1, 2, 2, 3, 1, 1]"
unaudited,-0.8,5,0.6,"[-1, -1, -1, 0, -1, -1, -1, 0, 0, -2]"
uplifting,1.8,5,0.4,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2]"
esoteric,-0.3,5,0.458257569,"[-1, 0, -1, 0, 0, 0, -1, 0, 0, 0]"
oversimplified,-0.9,5,0.538516481,"[0, -1, -1, -1, -1, -2, 0, -1, -1, -1]"
attest,2.8,5,0.4,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3]"
stainless,1.7,5,0.781024968,"[2, 1, 0, 1, 2, 2, 2, 2, 3, 2]"
subside,-1.6,5,0.489897949,"[-1, -1, -2, -2, -2, -2, -2, -1, -2, -1]"
pest,-2.4,5,0.489897949,"[-2, -3, -3, -3, -2, -3, -2, -2, -2, -2]"
unusually,-2,5,0.447213595,"[-2, -3, -2, -2, -2, -1, -2, -2, -2, -2]"
ignite,-0.8,5,0.4,"[-1, -1, -1, -1, -1, -1, 0, -1, 0, -1]"
impetus,0.9,5,0.7,"[0, 1, 1, 1, 2, 2, 0, 1, 0, 1]"
touchy,-1.9,5,0.538516481,"[-2, -2, -2, -1, -2, -2, -2, -3, -2, -1]"
wholeheartedly,3.2,5,0.748331477,"[3, 2, 3, 4, 3, 4, 3, 4, 2, 4]"
daunting,-2.9,5,0.538516481,"[-3, -4, -3, -2, -3, -3, -3, -3, -3, -2]"
extensively,1,5,0.447213595,"[1, 1, 1, 1, 0, 1, 1, 2, 1, 1]"
stiff,-0.7,5,0.640312424,"[-2, 0, 0, -1, -1, -1, -1, 0, -1, 0]"
cozy,3,5,0.447213595,"[3, 3, 2, 4, 3, 3, 3, 3, 3, 3]"
sweeping,3.4,5,0.489897949,"[4, 4, 3, 3, 3, 4, 3, 4, 3, 3]"
sympathize,-2.2,5,0.6,"[-3, -1, -3, -2, -2, -2, -2, -3, -2, -2]"
nemesis,-2.2,5,0.4,"[-2, -2, -2, -3, -2, -3, -2, -2, -2, -2]"
everlasting,2.1,5,0.7,"[2, 2, 2, 1, 3, 1, 2, 3, 3, 2]"
resourceful,2.6,5,0.489897949,"[2, 3, 3, 2, 3, 3, 2, 3, 2, 3]"
turbulent,-1,5,0.632455532,"[-2, -1, -1, 0, -2, -1, 0, -1, -1, -1]"
illuminate,2.2,5,0.6,"[3, 2, 2, 3, 2, 2, 1, 2, 2, 3]"
strangest,-1.6,5,0.489897949,"[-1, -1, -1, -2, -2, -2, -2, -2, -1, -2]"
grit,2.3,5,0.458257569,"[3, 2, 2, 3, 2, 2, 3, 2, 2, 2]"
sovereignty,-0.2,5,0.6,"[0, 0, -1, -1, -1, 1, 0, 0, 0, 0]"
grail,1.3,5,0.458257569,"[1, 1, 2, 1, 2, 1, 1, 2, 1, 1]"
curses,-2.2,5,0.6,"[-2, -2, -3, -1, -2, -2, -2, -2, -3, -3]"
nefarious,-1.7,5,0.640312424,"[-2, -1, -2, -1, -1, -3, -2, -2, -2, -1]"
radical,-1.6,5,0.489897949,"[-2, -1, -1, -1, -2, -2, -2, -2, -1, -2]"
tolerable,2.6,5,0.489897949,"[2, 3, 3, 2, 3, 3, 2, 3, 2, 3]"
vulgar,-2.5,5,0.5,"[-3, -2, -2, -3, -3, -3, -2, -3, -2, -2]"
irrelevance,-2.4,5,0.663324958,"[-2, -2, -3, -3, -3, -1, -3, -2, -3, -2]"
vie,-2.4,5,0.489897949,"[-3, -2, -3, -2, -2, -3, -3, -2, -2, -2]"
awfully,-1.9,5,0.538516481,"[-2, -3, -2, -2, -2, -1, -2, -1, -2, -2]"
incite,-0.6,5,0.663324958,"[0, -1, 0, -1, -1, -2, 0, 0, 0, -1]"
hollow,-2.3,5,0.781024968,"[-3, -3, -1, -3, -1, -3, -2, -3, -2, -2]"
bleak,-3.1,5,0.538516481,"[-4, -3, -3, -4, -3, -2, -3, -3, -3, -3]"
anarchist,-2,5,0.447213595,"[-1, -2, -2, -3, -2, -2, -2, -2, -2, -2]"
fret,-3.1,5,0.538516481,"[-3, -3, -3, -3, -4, -2, -3, -3, -4, -3]"
sanction,3.4,5,0.663324958,"[4, 3, 4, 4, 3, 3, 4, 4, 2, 3]"
stirring,3.3,5,0.458257569,"[4, 3, 3, 4, 4, 3, 3, 3, 3, 3]"
awesomely,2.1,5,0.538516481,"[2, 3, 2, 2, 3, 2, 2, 1, 2, 2]"
entice,2.6,5,0.663324958,"[3, 3, 3, 3, 3, 3, 2, 2, 1, 3]"
stereotypical,-1.5,5,0.5,"[-1, -1, -1, -2, -1, -2, -2, -1, -2, -2]"
blindness,-1.3,5,0.458257569,"[-1, -1, -1, -2, -2, -1, -2, -1, -1, -1]"
cooperative,1.2,5,0.6,"[0, 2, 1, 2, 1, 1, 2, 1, 1, 1]"
wrestle,-0.6,5,0.489897949,"[-1, 0, 0, 0, -1, -1, -1, 0, -1, -1]"
reservations,-1,5,0.447213595,"[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]"
extraordinarily,2,5,0.447213595,"[2, 1, 2, 2, 2, 2, 2, 2, 3, 2]"
pry,-1.1,5,0.538516481,"[-2, -1, -1, -1, 0, -1, -1, -1, -1, -2]"
attitudes,-0.9,5,0.538516481,"[-1, -1, -2, -1, 0, -1, 0, -1, -1, -1]"
incomprehensible,-2.8,5,0.6,"[-2, -4, -3, -3, -3, -2, -3, -3, -2, -3]"
discriminate,-0.7,5,0.458257569,"[-1, -1, -1, 0, -1, -1, 0, -1, 0, -1]"
advocacy,1.9,5,0.3,"[2, 2, 1, 2, 2, 2, 2, 2, 2, 2]"
tedious,-2.5,5,0.5,"[-2, -2, -3, -3, -2, -3, -2, -3, -3, -2]"
tact,2.7,5,0.640312424,"[2, 2, 3, 3, 3, 2, 4, 2, 3, 3]"
judgements,-0.6,5,0.8,"[-1, 0, -1, 0, 0, -1, -2, -1, 1, -1]"
lark,3.8,5,0.4,"[4, 4, 4, 4, 3, 4, 4, 3, 4, 4]"
rail,-2.3,5,0.458257569,"[-3, -2, -3, -3, -2, -2, -2, -2, -2, -2]"
formidable,-2.4,5,0.489897949,"[-3, -2, -3, -2, -2, -2, -2, -2, -3, -3]"
fickle,-2.1,5,0.7,"[-2, -2, -2, -3, -2, -3, -2, -1, -1, -3]"
grudges,-1.5,5,0.670820393,"[-1, -1, -1, -2, -1, -2, -3, -2, -1, -1]"
altruistic,3,5,0.447213595,"[4, 3, 2, 3, 3, 3, 3, 3, 3, 3]"
groundbreaking,2.7,5,0.458257569,"[2, 3, 2, 3, 3, 2, 3, 3, 3, 3]"
galore,2.8,5,0.4,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 3]"
scar,-1.2,5,0.4,"[-2, -1, -1, -1, -1, -1, -1, -2, -1, -1]"
shortsighted,-2.5,5,0.5,"[-2, -3, -2, -3, -3, -2, -3, -3, -2, -2]"
sympathies,-1.9,5,0.7,"[-2, -1, -3, -3, -2, -1, -2, -2, -2, -1]"
glow,2.3,5,0.781024968,"[3, 2, 1, 3, 3, 2, 3, 3, 2, 1]"
compromises,-0.8,5,0.6,"[0, -2, 0, -1, -1, -1, -1, -1, -1, 0]"
averse,-2.1,5,0.3,"[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]"
ghetto,-1.4,5,0.489897949,"[-1, -1, -1, -2, -1, -2, -1, -2, -2, -1]"
flashy,-0.2,5,0.6,"[-1, 0, 0, -1, 0, 1, 0, 0, 0, -1]"
remark,0.4,5,0.489897949,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
rampant,-3.5,5,0.5,"[-3, -3, -4, -3, -4, -4, -4, -3, -3, -4]"
inequality,-2.3,5,0.458257569,"[-3, -2, -2, -3, -2, -3, -2, -2, -2, -2]"
bombard,-2.2,5,0.4,"[-2, -2, -3, -2, -2, -2, -3, -2, -2, -2]"
discrimination,-2,5,0.632455532,"[-1, -1, -2, -3, -2, -2, -2, -3, -2, -2]"
noteworthy,2.3,5,0.458257569,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 3]"
boiling,-2.5,5,0.5,"[-3, -2, -3, -2, -3, -2, -2, -3, -3, -2]"
throttle,-2.6,5,0.663324958,"[-3, -2, -3, -3, -3, -3, -1, -2, -3, -3]"
faze,-1.7,5,0.458257569,"[-1, -1, -1, -2, -2, -2, -2, -2, -2, -2]"
lifeless,-1.3,5,0.781024968,"[-2, -1, -1, -3, -1, -1, -1, -2, -1, 0]"
mediocre,-3.5,5,0.5,"[-4, -3, -4, -3, -3, -4, -4, -4, -3, -3]"
scarier,-2.6,5,0.489897949,"[-3, -3, -3, -2, -3, -2, -3, -3, -2, -2]"
stormy,-2,5,0.447213595,"[-2, -2, -2, -3, -2, -2, -2, -1, -2, -2]"
morality,1.6,5,0.8,"[1, 1, 2, 1, 1, 1, 3, 2, 1, 3]"
chronic,-1.1,5,0.3,"[-1, -1, -1, -1, -2, -1, -1, -1, -1, -1]"
fading,-1.4,5,0.489897949,"[-2, -2, -1, -1, -2, -2, -1, -1, -1, -1]"
definitively,2.3,5,0.458257569,"[3, 2, 3, 3, 2, 2, 2, 2, 2, 2]"
daydream,2.8,5,0.6,"[3, 2, 2, 3, 4, 2, 3, 3, 3, 3]"
dwindling,-2,5,0,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
quarrel,-3.4,5,0.663324958,"[-4, -3, -4, -4, -2, -3, -4, -3, -4, -3]"
avarice,-1.7,5,0.640312424,"[-1, -2, -2, -2, -2, -2, -1, -1, -1, -3]"
sanctuary,2.9,5,0.3,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]"
drones,-2.5,5,0.670820393,"[-3, -3, -3, -2, -3, -2, -3, -2, -1, -3]"
rife,-2.3,5,0.458257569,"[-2, -2, -3, -3, -2, -2, -2, -3, -2, -2]"
victorious,2.1,5,0.3,"[2, 2, 3, 2, 2, 2, 2, 2, 2, 2]"
cleanse,1.6,5,0.489897949,"[1, 1, 2, 2, 1, 2, 2, 2, 1, 2]"
refute,-2.8,5,0.4,"[-2, -3, -3, -3, -3, -3, -3, -3, -2, -3]"
rhetoric,-1.5,5,0.5,"[-1, -2, -2, -1, -1, -1, -2, -2, -2, -1]"
jobless,-1.8,5,0.4,"[-2, -2, -2, -2, -2, -1, -2, -2, -1, -2]"
reiterated,-1,5,0.632455532,"[-1, -1, -1, 0, 0, -1, -2, -2, -1, -1]"
durable,1.5,5,0.5,"[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]"
smokescreen,-2.5,5,0.5,"[-2, -2, -2, -3, -3, -3, -3, -3, -2, -2]"
monumental,2.5,4,0.670820393,"[2, 3, 2, 3, 3, 3, 1, 3, 2, 3]"
drunken,-2,4,0.632455532,"[-2, -3, -2, -2, -2, -1, -1, -3, -2, -2]"
serenity,2.5,4,0.5,"[2, 2, 3, 3, 3, 2, 2, 2, 3, 3]"
annihilation,-2.1,4,0.3,"[-2, -2, -3, -2, -2, -2, -2, -2, -2, -2]"
crusade,1.8,4,0.6,"[2, 1, 3, 2, 1, 1, 2, 2, 2, 2]"
atrocious,-2.3,4,0.640312424,"[-2, -2, -3, -2, -3, -1, -3, -2, -3, -2]"
witty,2.8,4,0.4,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 3]"
extremist,-1.6,4,0.663324958,"[-2, -2, -1, -1, -2, -1, -2, -1, -3, -1]"
supposing,0,4,0.632455532,"[0, 0, 0, 0, -1, 1, 0, 1, 0, -1]"
gasp,-3.4,4,0.663324958,"[-4, -4, -4, -4, -3, -3, -2, -3, -4, -3]"
memorable,3.1,4,0.3,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]"
infested,-1.2,4,0.4,"[-1, -1, -1, -1, -2, -1, -2, -1, -1, -1]"
floored,-1.7,4,0.640312424,"[-1, -1, -2, -2, -1, -2, -2, -3, -1, -2]"
coherent,2,4,0.632455532,"[2, 3, 2, 3, 1, 2, 2, 1, 2, 2]"
empowerment,2.4,4,0.489897949,"[3, 2, 2, 2, 2, 3, 2, 2, 3, 3]"
credence,3.1,4,0.7,"[3, 3, 4, 3, 4, 2, 4, 3, 3, 2]"
swore,-2.3,4,0.458257569,"[-2, -3, -2, -2, -3, -2, -2, -3, -2, -2]"
lax,-3.3,4,0.458257569,"[-3, -3, -4, -3, -3, -4, -4, -3, -3, -3]"
patriot,2.1,4,0.538516481,"[2, 2, 2, 3, 2, 3, 1, 2, 2, 2]"
fashionable,2.6,4,0.489897949,"[3, 3, 3, 2, 3, 3, 3, 2, 2, 2]"
uneven,-1.4,4,0.489897949,"[-1, -1, -2, -1, -2, -1, -2, -1, -1, -2]"
frown,-1.4,4,0.489897949,"[-1, -1, -1, -1, -1, -2, -2, -2, -2, -1]"
mastery,2.7,4,0.781024968,"[4, 3, 2, 2, 2, 4, 2, 3, 3, 2]"
outsmart,2.1,4,0.943398113,"[2, 2, 3, 0, 3, 2, 3, 2, 1, 3]"
cutthroat,-3.8,4,0.4,"[-4, -4, -3, -4, -4, -3, -4, -4, -4, -4]"
extort,-0.9,4,0.3,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
spook,-2.9,4,0.3,"[-3, -3, -3, -2, -3, -3, -3, -3, -3, -3]"
repent,1.7,4,0.640312424,"[1, 1, 2, 2, 3, 1, 2, 2, 1, 2]"
explicit,2.7,4,0.640312424,"[3, 3, 3, 2, 3, 4, 2, 3, 2, 2]"
unrestricted,1.8,4,0.6,"[2, 2, 3, 1, 2, 1, 2, 2, 1, 2]"
righteous,1.3,4,0.640312424,"[2, 2, 1, 1, 1, 2, 1, 1, 2, 0]"
systematic,-0.9,4,0.3,"[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
reaffirm,2,4,0.632455532,"[2, 3, 2, 2, 3, 1, 2, 2, 1, 2]"
humbling,-2.5,4,0.5,"[-3, -3, -2, -2, -3, -2, -3, -3, -2, -2]"
indulge,-2.2,4,0.4,"[-2, -2, -2, -3, -2, -2, -2, -2, -3, -2]"
revelation,1.9,4,0.538516481,"[2, 1, 3, 2, 2, 2, 2, 2, 1, 2]"
miraculously,1.8,4,0.4,"[1, 2, 2, 2, 2, 1, 2, 2, 2, 2]"
maneuver,-1.1,4,0.538516481,"[-1, -1, -2, -1, -1, -1, -1, -1, -2, 0]"
esteem,3.1,4,0.538516481,"[3, 4, 3, 3, 3, 4, 3, 2, 3, 3]"
homage,3.1,4,0.538516481,"[3, 4, 3, 3, 3, 3, 2, 3, 3, 4]"
refine,2,4,0.632455532,"[2, 3, 2, 1, 1, 2, 2, 3, 2, 2]"
persuasive,2.9,4,0.538516481,"[2, 3, 3, 3, 3, 3, 4, 3, 2, 3]"
eyebrows,-0.4,4,0.489897949,"[0, 0, 0, -1, -1, -1, 0, 0, 0, -1]"
inflammatory,-2.3,4,0.458257569,"[-2, -2, -2, -2, -3, -2, -3, -2, -3, -2]"
unencumbered,2.1,4,0.538516481,"[2, 2, 3, 3, 1, 2, 2, 2, 2, 2]"
limp,-2.3,4,0.640312424,"[-2, -2, -2, -3, -3, -2, -3, -3, -2, -1]"
refuge,2.7,4,0.781024968,"[4, 2, 2, 3, 2, 3, 2, 4, 3, 2]"
simmer,-2.8,4,0.4,"[-3, -3, -3, -3, -3, -2, -3, -3, -3, -2]"
discriminating,0.8,4,0.4,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
untrustworthy,-2.2,4,0.748331477,"[-1, -3, -2, -2, -1, -3, -2, -3, -2, -3]"
gloss,-2.5,4,0.5,"[-2, -2, -2, -2, -3, -3, -3, -2, -3, -3]"
protective,1.9,4,0.3,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
bloated,-2.3,4,0.640312424,"[-2, -3, -3, -3, -2, -3, -2, -2, -2, -1]"
glaring,-2.7,4,0.640312424,"[-3, -3, -4, -2, -3, -2, -3, -3, -2, -2]"
daydreamer,2.1,4,0.538516481,"[2, 2, 2, 3, 2, 1, 2, 2, 3, 2]"
gripe,-2.4,4,0.489897949,"[-2, -2, -3, -3, -3, -2, -2, -2, -3, -2]"
digress,-3.1,4,0.538516481,"[-3, -3, -2, -3, -4, -3, -3, -3, -3, -4]"
shun,-2.5,4,0.5,"[-2, -3, -2, -2, -3, -2, -3, -3, -2, -3]"
inconceivable,-1.6,4,0.489897949,"[-2, -2, -1, -1, -1, -2, -2, -1, -2, -2]"
crafty,-3.2,4,0.4,"[-3, -3, -3, -3, -3, -3, -4, -3, -3, -4]"
fanatic,-2.1,4,0.538516481,"[-2, -1, -2, -3, -2, -2, -2, -2, -3, -2]"
contemplate,1,4,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
rationality,1.4,4,0.489897949,"[1, 2, 2, 1, 1, 1, 1, 1, 2, 2]"
colorful,2.2,4,0.4,"[2, 3, 2, 3, 2, 2, 2, 2, 2, 2]"
delusions,-3.3,4,0.458257569,"[-4, -4, -4, -3, -3, -3, -3, -3, -3, -3]"
orphan,-0.7,4,0.458257569,"[0, 0, -1, -1, -1, -1, 0, -1, -1, -1]"
slump,-1.8,4,0.6,"[-2, -2, -2, -1, -3, -2, -1, -1, -2, -2]"
accord,1.2,4,0.6,"[1, 2, 0, 1, 1, 1, 1, 2, 1, 2]"
