protection	2.3	0.64031	[3, 1, 2, 3, 3, 2, 3, 2, 2, 2]
heavily	-3.6	0.66332	[-4, -3, -2, -3, -4, -4, -4, -4, -4, -4]
drama	-2.6	0.48990	[-3, -2, -3, -3, -2, -2, -3, -3, -2, -3]
dope	-1.6	0.80000	[-2, -1, -2, -2, 0, -3, -1, -2, -1, -2]
particular	-0.3	0.64031	[-1, 0, 0, 0, 0, 1, -1, -1, 0, -1]
famous	1.7	0.64031	[2, 2, 2, 1, 1, 3, 1, 2, 1, 2]
hedge	-3.2	0.60000	[-3, -4, -2, -3, -4, -3, -4, -3, -3, -3]
tiny	-1.5	0.67082	[-1, -2, -2, -2, 0, -1, -2, -2, -1, -2]
hardly	-2.0	0.63246	[-2, -1, -2, -2, -2, -3, -3, -2, -2, -1]
absolute	0.9	0.30000	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
dance	1.5	0.50000	[2, 1, 2, 2, 1, 2, 1, 2, 1, 1]
beast	-2.1	0.30000	[-2, -2, -3, -2, -2, -2, -2, -2, -2, -2]
accordance	1.4	0.48990	[1, 2, 1, 2, 1, 1, 1, 2, 1, 2]
extreme	-1.9	0.30000	[-2, -1, -2, -2, -2, -2, -2, -2, -2, -2]
advisable	2.0	0.63246	[1, 2, 2, 3, 2, 1, 2, 2, 2, 3]
rights	0.6	0.80000	[1, 2, 0, 0, 0, 0, 1, 0, 0, 2]
fundamental	1.4	0.48990	[1, 2, 1, 1, 2, 2, 2, 1, 1, 1]
elaborate	0.6	0.66332	[0, 1, 0, 0, 1, 1, 1, 0, 0, 2]
nature	-0.6	0.48990	[-1, 0, -1, 0, -1, -1, 0, -1, -1, 0]
shady	-2.9	0.70000	[-2, -4, -3, -3, -3, -4, -3, -3, -2, -2]
player	0.3	0.45826	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
disabled	-0.9	0.53852	[-1, 0, -1, -1, -1, -1, -2, -1, -1, 0]
